time,Noisy signal
39.826,0.733
39.836,0.665
39.845,-0.281
39.855,-0.945
39.865,-0.696
39.875,-0.638
39.886,-0.083
39.897,1.245
39.907,0.728
39.916,1.194
39.926,0.4
39.936,-0.605
39.947,-1.201
39.958,-0.494
39.969,-0.618
39.98,0.353
39.99,0.929
40.0,1.057
40.011,0.816
40.02,0.17
40.031,-0.307
40.041,-1.097
40.051,-0.772
40.061,-0.734
40.072,0.216
40.081,0.844
40.091,0.817
40.102,1.171
40.112,0.353
40.123,-0.286
40.132,-1.055
40.143,-1.083
40.153,-0.271
40.164,-0.034
40.174,0.648
40.184,1.217
40.195,0.385
40.205,-0.043
40.215,-0.844
40.224,-1.259
40.233,-0.647
40.244,0.003
40.254,0.462
40.264,0.991
40.274,1.502
40.285,0.327
40.294,0.037
40.305,-1.188
40.315,-1.386
40.325,-1.049
40.335,-0.359
40.345,0.233
40.355,0.716
40.366,0.535
40.0,0.916
40.386,1.071
40.396,-0.116
40.407,-0.943
40.416,0.799
40.425,0.563
40.436,-1.727
40.447,0.517
40.456,0.468
40.466,-1.504
40.476,-0.281
40.486,0.817
40.495,-0.687
40.506,-0.229
40.517,0.848
40.527,-0.235
40.536,-0.012
40.547,0.795
40.557,0.266
40.566,-0.658
40.577,0.82
40.586,1.226
40.597,-0.806
40.607,0.126
40.618,0.87
40.628,-0.59
40.638,0.635
40.647,0.933
40.657,-0.556
40.666,-0.618
40.677,1.075
40.687,0.109
40.697,-1.049
40.707,0.444
40.717,-0.079
40.727,-1.091
40.736,-0.161
40.746,1.346
40.755,-0.696
40.765,-0.107
40.774,1.032
40.784,-0.48
40.794,-0.613
40.803,1.055
40.813,0.143
40.823,-1.182
40.833,0.483
40.844,0.899
40.855,-1.07
40.864,-0.231
40.874,1.07
40.884,-0.58
40.894,-0.577
40.904,0.535
40.914,-0.523
40.925,-0.401
40.935,1.381
40.945,-0.915
40.954,-0.713
40.965,1.173
40.975,0.315
40.984,-1.105
40.995,0.715
41.005,-0.091
41.015,-1.503
41.026,0.449
41.036,0.862
41.046,-1.391
41.056,0.079
41.066,0.945
41.075,-0.33
41.085,-0.793
41.096,0.703
41.107,-0.452
41.117,-0.244
41.127,0.801
41.138,0.306
41.147,-0.977
41.157,1.142
41.168,0.257
41.178,-1.254
41.188,0.065
41.198,1.199
41.209,-0.8
41.22,0.61
41.229,1.238
41.239,-0.512
41.248,-0.802
41.258,1.041
41.269,-0.786
41.279,-0.618
41.289,1.172
41.3,0.379
41.309,-1.159
41.318,0.993
41.329,0.628
41.34,-1.001
41.351,0.436
41.361,0.474
41.37,-0.422
41.0,1.058
41.389,1.099
41.399,-0.487
41.41,-0.753
41.419,1.302
41.429,0.955
41.44,-1.032
41.45,-0.625
41.46,1.088
41.471,0.238
41.481,-1.24
41.492,-0.105
41.503,0.92
41.512,0.221
41.523,-0.805
41.533,0.297
41.543,0.56
41.554,-0.987
41.563,-0.376
41.574,0.288
41.584,0.424
41.594,-1.025
41.604,-0.149
41.614,1.001
41.625,-0.255
41.636,-0.618
41.647,0.345
41.656,1.041
41.667,-0.066
41.677,-0.745
41.686,0.724
41.696,0.888
41.705,-0.206
41.716,-0.731
41.725,0.563
41.734,0.536
41.744,-0.296
41.754,-1.231
41.764,0.204
41.774,1.233
41.784,-0.688
41.793,-0.937
41.804,0.444
41.813,0.375
41.824,-1.071
41.834,-0.324
41.844,0.94
41.854,0.602
41.863,-0.614
41.873,-0.501
41.883,0.383
41.892,0.672
41.903,-0.701
41.913,-0.069
41.923,0.753
41.934,-0.304
41.944,-1.395
41.954,-0.026
41.965,0.517
41.976,-1.247
41.985,-0.791
41.996,0.109
42.005,0.053
42.015,-0.697
42.025,-0.345
42.035,0.899
42.045,0.639
42.055,-0.926
42.066,-0.139
42.075,1.42
42.085,-0.22
42.096,-0.91
42.106,0.017
42.116,1.126
42.125,0.129
42.135,-1.177
42.146,0.414
42.156,1.188
42.165,-0.143
42.176,-0.635
42.187,0.406
42.197,0.414
42.207,-0.203
42.217,-1.044
42.227,0.895
42.237,0.663
42.248,-0.289
42.257,-0.657
42.267,0.43
42.276,0.523
42.286,-1.074
42.295,-0.583
42.306,0.727
42.316,-0.614
42.326,-0.29
42.336,-0.219
42.346,0.965
42.355,0.32
42.365,-1.342
42.376,-0.404
42.0,0.623
42.396,0.442
42.405,0.958
42.415,-0.57
42.426,0.092
42.435,-1.297
42.446,1.178
42.456,-1.229
42.465,-0.175
42.475,-0.661
42.486,0.716
42.496,-0.336
42.505,-0.178
42.514,1.042
42.524,-0.917
42.533,0.632
42.544,-1.27
42.553,0.64
42.563,-0.185
42.572,0.193
42.582,0.246
42.592,-1.238
42.603,0.329
42.613,-1.073
42.623,0.815
42.634,-0.924
42.644,1.422
42.654,-0.95
42.664,0.973
42.673,-0.705
42.683,0.204
42.692,0.666
42.702,-0.424
42.713,1.048
42.723,-0.313
42.733,1.001
42.742,-1.161
42.753,0.644
42.763,0.096
42.772,-0.473
42.781,0.581
42.791,-0.657
42.801,1.302
42.812,-0.754
42.823,1.082
42.833,-1.157
42.844,1.087
42.855,-1.148
42.866,1.408
42.875,-0.43
42.886,0.874
42.896,-0.614
42.907,0.212
42.917,-0.668
42.926,-0.949
42.936,0.953
42.946,-0.914
42.956,1.228
42.967,-1.264
42.976,0.389
42.986,-0.454
42.996,0.182
43.006,-0.0
43.016,0.019
43.025,0.652
43.034,-0.723
43.045,1.015
43.054,-0.591
43.063,0.489
43.074,-0.078
43.084,-0.214
43.095,-0.304
43.105,0.062
43.114,1.006
43.125,-0.094
43.135,1.327
43.146,-1.118
43.156,0.812
43.165,-0.938
43.174,0.139
43.184,-0.405
43.193,-0.188
43.203,0.394
43.214,-0.655
43.224,0.501
43.234,-0.444
43.244,1.155
43.254,-1.639
43.264,0.598
43.274,-0.27
43.285,0.727
43.295,0.313
43.306,-0.394
43.316,0.49
43.325,-0.805
43.335,1.336
43.345,-0.962
43.356,0.501
43.365,-0.721
43.374,0.667
43.0,1.07
43.395,0.332
43.405,-0.878
43.416,0.066
43.425,0.912
43.436,-0.064
43.447,-0.416
43.456,1.147
43.466,0.609
43.477,-0.708
43.487,-0.346
43.497,0.758
43.507,0.733
43.517,-0.96
43.527,-0.005
43.537,0.954
43.548,0.01
43.557,-0.647
43.567,-0.279
43.577,0.891
43.588,0.399
43.598,-0.882
43.609,0.328
43.619,0.826
43.628,-0.398
43.639,-0.707
43.648,-0.33
43.657,0.846
43.668,-1.156
43.678,-1.091
43.689,1.447
43.699,0.425
43.71,-1.165
43.72,-0.319
43.731,0.654
43.74,0.45
43.75,-1.036
43.76,0.169
43.77,0.956
43.78,-0.69
43.79,-0.627
43.801,0.19
43.811,0.595
43.82,-0.806
43.83,-0.685
43.84,0.739
43.85,0.356
43.86,-0.345
43.87,-0.704
43.88,0.627
43.89,0.873
43.901,-0.951
43.912,0.021
43.922,1.471
43.933,-0.258
43.943,-1.349
43.953,-0.146
43.963,0.817
43.974,-0.612
43.984,-1.546
43.995,0.507
44.005,0.698
44.015,-0.864
44.025,-0.468
44.035,0.836
44.045,0.415
44.055,-0.996
44.064,-0.709
44.074,0.957
44.084,0.249
44.094,-0.654
44.105,-0.426
44.115,1.037
44.125,-0.146
44.136,-1.119
44.147,0.081
44.156,1.331
44.167,-0.299
44.177,-1.084
44.186,0.728
44.196,0.717
44.206,-0.524
44.217,-0.382
44.228,0.392
44.238,0.193
44.248,-1.384
44.258,-0.346
44.268,1.184
44.28,-0.51
44.289,-1.105
44.3,0.218
44.311,1.01
44.322,-0.633
44.333,-0.605
44.343,0.35
44.353,0.235
44.363,-0.983
44.374,-0.504
44.385,0.939
44.396,-0.292
44.0,0.941
44.416,-0.885
44.426,0.462
44.435,0.718
44.446,0.459
44.456,-0.427
44.466,-0.792
44.477,-1.1
44.488,0.553
44.498,0.995
44.509,0.306
44.519,-0.432
44.529,-1.067
44.539,-0.842
44.548,0.838
44.559,0.479
44.569,0.062
44.578,-0.181
44.588,-1.065
44.599,-0.701
44.609,0.337
44.619,0.349
44.629,1.174
44.64,-0.056
44.649,-0.722
44.659,-1.063
44.669,-0.695
44.678,0.214
44.689,0.975
44.699,0.806
44.709,-1.268
44.72,-0.621
44.729,-0.14
44.74,0.324
44.749,0.746
44.759,0.686
44.77,-0.382
44.781,-1.116
44.79,-0.991
44.801,0.345
44.811,1.54
44.821,0.891
44.831,-0.396
44.841,-1.149
44.851,-0.191
44.862,-0.193
44.872,1.066
44.882,0.726
44.893,0.261
44.904,-0.745
44.914,-0.612
44.924,0.09
44.933,0.814
44.943,1.005
44.954,-0.448
44.964,-1.273
44.974,-1.226
44.984,-0.206
44.994,0.82
45.003,0.631
45.013,0.278
45.023,-0.664
45.032,-0.848
45.042,-0.094
45.052,0.785
45.063,1.034
45.073,0.734
45.082,-0.152
45.092,-1.416
45.101,-0.762
45.112,0.197
45.123,0.27
45.132,1.338
45.142,0.256
45.152,-1.095
45.162,-0.583
45.173,0.127
45.183,0.888
45.193,0.328
45.203,0.027
45.214,-0.444
45.223,-0.64
45.232,0.281
45.242,1.262
45.253,0.828
45.263,0.399
45.272,-0.548
45.282,-1.153
45.293,-0.731
45.304,1.157
45.314,1.017
45.324,0.004
45.334,-0.468
45.344,-1.373
45.355,-0.388
45.364,0.504
45.375,1.034
45.385,0.722
45.395,-0.16
45.405,-0.567
45.0,0.991
45.426,0.932
45.437,-0.849
45.447,-0.138
45.458,0.597
45.468,-0.958
45.479,0.666
45.488,0.112
45.499,-1.104
45.509,0.343
45.52,0.781
45.531,-0.979
45.542,0.88
45.552,0.35
45.562,-0.806
45.572,0.713
45.582,-0.051
45.592,-1.283
45.602,-0.189
45.612,0.242
45.622,-0.965
45.632,1.215
45.642,0.626
45.652,-1.009
45.661,0.186
45.671,0.6
45.681,-1.412
45.692,0.565
45.702,0.942
45.712,-0.406
45.723,0.583
45.733,0.21
45.744,-1.238
45.753,0.832
45.763,0.081
45.773,-0.727
45.782,0.239
45.793,0.843
45.804,-1.404
45.814,0.621
45.823,0.971
45.834,-1.33
45.843,0.36
45.854,0.403
45.865,-1.021
45.876,0.409
45.886,-0.132
45.896,-0.715
45.907,0.601
45.918,-0.32
45.928,-0.269
45.939,1.116
45.95,-0.865
45.961,-0.748
45.971,1.301
45.98,-0.865
45.991,-0.074
46.001,0.564
46.011,-0.901
46.022,-0.176
46.031,0.946
46.041,-0.357
46.051,-0.026
46.06,0.877
46.071,-0.404
46.081,-0.247
46.092,1.026
46.103,-0.51
46.112,0.17
46.123,0.914
46.133,-0.918
46.142,-0.659
46.152,0.842
46.161,-0.165
46.172,-0.104
46.183,1.321
46.194,-0.931
46.203,-0.724
46.213,1.333
46.224,-0.859
46.234,-0.51
46.244,1.228
46.254,-0.638
46.263,-0.637
46.273,1.228
46.283,-0.855
46.292,-0.534
46.303,0.914
46.314,-0.756
46.323,-0.509
46.333,1.216
46.343,-0.486
46.353,-0.658
46.363,0.989
46.372,-0.112
46.382,-0.037
46.393,0.834
46.403,-0.478
46.413,-0.909
46.424,1.013
46.0,0.997
46.443,-1.075
46.452,0.797
46.461,0.707
46.471,-0.128
46.48,-1.266
46.491,-0.208
46.501,0.855
46.512,-0.498
46.523,-0.372
46.534,1.048
46.543,0.976
46.554,-1.005
46.565,-0.703
46.575,1.311
46.585,0.259
46.594,-1.098
46.603,-0.597
46.612,0.802
46.622,-0.026
46.633,-1.21
46.643,-0.52
46.652,0.683
46.662,0.178
46.673,-0.604
46.684,0.457
46.694,1.223
46.705,-0.443
46.716,-0.48
46.727,0.933
46.736,0.259
46.747,-1.542
46.757,-0.676
46.768,0.547
46.778,0.388
46.789,-1.219
46.798,0.245
46.808,1.025
46.819,-0.657
46.829,-1.342
46.839,0.315
46.85,0.993
46.859,-0.285
46.869,-0.722
46.878,0.452
46.889,0.746
46.899,-0.591
46.909,-1.064
46.918,0.887
46.928,1.29
46.937,-0.888
46.948,-0.106
46.959,1.351
46.969,-0.113
46.979,-0.644
46.99,-0.093
47.001,0.753
47.011,-0.042
47.022,-1.09
47.032,0.321
47.043,0.775
47.053,-0.569
47.064,-0.298
47.074,1.227
47.084,0.18
47.094,-0.993
47.104,0.027
47.114,1.174
47.123,0.332
47.133,-1.22
47.144,0.153
47.154,0.632
47.164,0.143
47.175,-0.495
47.186,0.449
47.196,0.415
47.206,-0.193
47.217,-0.58
47.227,0.445
47.236,0.358
47.245,-0.097
47.255,-0.779
47.264,0.878
47.275,0.888
47.285,-0.685
47.294,-0.68
47.305,0.911
47.315,0.148
47.324,-0.915
47.334,-0.44
47.344,0.436
47.354,0.653
47.364,-1.133
47.373,-0.2
47.383,0.938
47.392,0.281
47.402,-0.691
47.412,-0.579
47.421,0.701
47.431,0.007
47.0,1.058
47.45,0.873
47.461,-0.033
47.47,-1.166
47.48,0.792
47.489,0.632
47.499,-0.938
47.508,-0.568
47.518,0.928
47.528,-0.86
47.538,-0.207
47.547,1.255
47.557,0.018
47.567,-0.928
47.577,1.727
47.586,0.383
47.597,-1.361
47.607,0.089
47.617,1.362
47.628,-1.59
47.638,0.041
47.649,1.264
47.659,-1.177
47.669,0.35
47.679,1.085
47.689,-0.764
47.698,-1.114
47.708,0.574
47.718,-0.084
47.728,-0.46
47.739,0.923
47.748,0.652
47.757,-1.184
47.768,0.081
47.778,0.793
47.788,-1.07
47.799,0.35
47.81,0.607
47.82,-0.685
47.83,-0.303
47.84,1.626
47.851,-0.997
47.862,-0.155
47.872,1.498
47.882,0.025
47.891,-0.368
47.901,0.822
47.911,0.412
47.922,-0.883
47.931,0.758
47.942,0.794
47.952,-0.736
47.963,0.32
47.974,0.923
47.984,-1.191
47.993,0.03
48.002,1.281
48.013,-0.922
48.023,-0.345
48.033,0.907
48.044,-1.068
48.054,-0.748
48.063,0.742
48.073,0.036
48.083,-1.626
48.093,0.765
48.104,0.393
48.114,-1.279
48.123,0.571
48.132,0.475
48.142,-0.267
48.152,-0.66
48.163,0.865
48.172,-0.759
48.182,-0.581
48.192,0.813
48.202,0.247
48.211,-0.823
48.222,0.894
48.232,-0.327
48.243,-0.824
48.253,0.62
48.263,1.178
48.272,-1.086
48.283,0.179
48.293,0.952
48.303,-1.058
48.313,-0.21
48.324,0.815
48.333,-0.935
48.344,-0.48
48.355,1.541
48.365,-0.868
48.375,-0.595
48.386,0.977
48.397,-0.013
48.406,-0.678
48.416,0.798
48.427,0.239
48.436,-0.832
48.0,1.259
48.456,-0.032
48.466,-0.48
48.476,-0.813
48.486,-0.569
48.497,-1.143
48.507,-0.984
48.517,-1.014
48.528,0.344
48.539,-0.392
48.549,0.193
48.558,0.805
48.568,1.203
48.578,1.383
48.588,0.217
48.597,0.371
48.607,0.02
48.618,-0.204
48.628,-0.68
48.638,-1.201
48.647,-0.921
48.658,-0.724
48.668,-0.539
48.678,0.053
48.688,-0.063
48.698,0.691
48.708,0.859
48.718,0.904
48.727,1.456
48.738,0.246
48.748,0.342
48.758,-0.094
48.768,-0.466
48.778,-1.259
48.789,-0.54
48.8,-1.264
48.81,-0.356
48.82,-0.055
48.831,0.608
48.842,0.67
48.852,1.056
48.862,1.509
48.873,0.262
48.883,0.58
48.893,-0.499
48.902,-0.752
48.912,-0.7
48.922,-1.013
48.931,-1.115
48.942,-0.614
48.952,-0.03
48.962,-0.092
48.971,0.268
48.981,1.049
48.992,1.075
49.003,0.893
49.013,0.957
49.024,0.37
49.033,-0.054
49.044,-0.246
49.054,-1.106
49.064,-0.902
49.075,-1.658
49.085,-0.891
49.096,-0.189
49.106,0.115
49.115,0.316
49.125,0.553
49.135,1.069
49.145,1.133
49.154,0.554
49.165,0.162
49.176,0.253
49.186,-0.095
49.195,-0.428
49.206,-0.59
49.215,-0.981
49.226,-0.833
49.235,-0.733
49.244,0.027
49.254,-0.151
49.264,0.643
49.275,0.965
49.286,1.531
49.296,0.828
49.305,0.96
49.316,0.227
49.326,-0.039
49.337,-0.465
49.347,-0.683
49.357,-1.302
49.368,-0.401
49.378,-0.186
49.389,0.011
49.399,-0.013
49.409,0.748
49.42,0.955
49.429,1.239
49.439,0.526
49.449,0.814
49.0,1.002
49.469,0.928
49.48,1.069
49.49,0.76
49.5,0.925
49.51,1.315
49.52,0.973
49.529,0.592
49.539,1.069
49.549,-0.136
49.56,0.476
49.57,-0.325
49.58,-0.873
49.59,-1.296
49.6,-1.161
49.61,-0.765
49.62,-1.004
49.629,-1.342
49.638,0.075
49.648,-1.409
49.658,-0.612
49.667,-0.019
49.676,-0.19
49.687,0.182
49.697,0.061
49.706,0.186
49.716,0.568
49.726,0.825
49.735,1.135
49.745,0.927
49.756,0.483
49.765,1.344
49.775,0.421
49.785,0.748
49.795,1.133
49.806,-0.025
49.816,0.15
49.826,-0.901
49.836,-0.976
49.846,-0.423
49.856,-0.656
49.866,-0.972
49.875,-1.103
49.885,-0.843
49.895,-0.688
49.906,-0.968
49.917,-0.611
49.927,-0.133
49.937,-0.118
49.947,0.061
49.957,0.462
49.967,0.782
49.976,0.67
49.986,0.63
49.996,1.118
50.006,1.47
50.016,0.347
50.026,1.167
50.037,0.554
50.048,0.234
50.058,-0.198
50.067,0.056
50.077,-0.592
50.086,-0.068
50.096,-0.733
50.105,-0.926
50.115,-0.785
50.125,-1.053
50.134,-0.922
50.144,-0.462
50.155,-0.738
50.164,-0.068
50.173,-0.636
50.184,0.017
50.193,0.879
50.202,0.457
50.213,0.893
50.223,1.057
50.233,1.132
50.244,1.421
50.254,1.178
50.263,0.43
50.273,1.159
50.284,0.594
50.294,0.525
50.304,0.193
50.313,0.385
50.322,-0.109
50.332,-0.514
50.343,-1.219
50.352,-1.13
50.362,-1.347
50.373,-0.761
50.383,-1.064
50.394,-0.965
50.405,-0.859
50.415,-0.461
50.425,-0.089
50.435,0.435
50.445,-0.39
50.0,1.103
50.464,0.929
50.475,-0.32
50.485,-0.881
50.495,0.745
50.506,0.905
50.515,-1.286
50.526,-0.66
50.537,1.021
50.547,0.304
50.557,-0.516
50.568,0.128
50.577,1.345
50.588,-0.656
50.599,-1.04
50.61,1.009
50.62,0.451
50.63,-0.744
50.639,-0.645
50.65,0.978
50.659,0.575
50.67,-1.563
50.681,-0.655
50.69,1.083
50.7,0.042
50.711,-0.996
50.721,-0.458
50.731,1.256
50.74,0.139
50.75,-1.432
50.76,-0.008
50.771,0.651
50.781,-0.027
50.791,-0.527
50.801,0.254
50.81,1.111
50.82,-0.047
50.831,-0.225
50.841,0.577
50.85,1.046
50.859,-0.698
50.869,-0.859
50.879,0.607
50.888,1.027
50.899,-0.381
50.908,-0.986
50.919,0.78
50.929,0.741
50.94,-1.41
50.95,-0.451
50.96,0.822
50.971,-0.063
50.98,-1.148
50.99,-0.359
51.001,0.812
51.012,0.003
51.021,-1.097
51.031,-0.014
51.041,1.22
51.052,-0.718
51.062,-1.022
51.072,0.227
51.082,0.79
51.091,-0.78
51.101,-1.319
51.111,0.691
51.12,1.135
51.13,-0.64
51.139,-0.772
51.15,1.267
51.161,0.389
51.171,-1.115
51.181,-0.585
51.19,1.14
51.2,0.417
51.21,-0.858
51.22,0.18
51.23,0.741
51.241,-0.032
51.251,-0.901
51.261,0.074
51.271,0.852
51.281,-0.752
51.291,-0.736
51.3,-0.171
51.31,1.002
51.321,-0.285
51.331,-0.715
51.342,1.213
51.352,0.063
51.362,-0.395
51.372,-0.426
51.382,1.051
51.392,-0.14
51.402,-0.465
51.412,-0.886
51.423,0.73
51.434,-0.469
51.444,-0.691
51.455,0.637
51.0,0.633
51.474,-0.881
51.485,0.2
51.496,-0.581
51.507,0.154
51.517,0.37
51.527,-0.412
51.538,0.835
51.548,-0.81
51.558,0.6
51.568,-0.374
51.579,0.319
51.588,0.919
51.598,-1.206
51.608,0.846
51.617,-0.517
51.626,-0.804
51.636,0.687
51.645,-0.865
51.655,0.694
51.665,-0.313
51.675,-0.557
51.685,0.741
51.697,-1.223
51.706,1.005
51.717,-1.541
51.728,0.576
51.737,0.547
51.747,-0.769
51.757,0.742
51.767,-0.886
51.778,0.698
51.787,0.172
51.797,-0.767
51.807,0.972
51.817,-0.998
51.827,1.047
51.838,-0.806
51.848,0.021
51.859,0.447
51.869,-0.505
51.878,0.957
51.889,-0.882
51.9,1.118
51.91,-0.564
51.92,0.319
51.929,0.673
51.94,-0.901
51.95,0.754
51.961,-0.462
51.971,0.46
51.98,0.047
51.99,-0.691
52.001,1.566
52.011,-1.38
52.021,0.98
52.032,-0.553
52.041,-0.398
52.052,0.567
52.062,-1.422
52.071,0.843
52.081,-0.443
52.092,-0.118
52.102,0.324
52.112,-0.82
52.122,0.725
52.131,-0.652
52.141,0.377
52.15,0.562
52.16,-1.269
52.17,0.63
52.181,-0.732
52.191,0.982
52.2,-0.075
52.209,-0.777
52.219,0.977
52.229,-0.783
52.239,0.141
52.249,-0.398
52.26,-0.605
52.269,0.356
52.279,-0.429
52.29,0.311
52.3,-0.55
52.31,-0.572
52.32,0.915
52.331,-0.664
52.341,0.939
52.351,-0.45
52.361,0.4
52.371,0.372
52.38,-0.73
52.391,0.655
52.4,-0.769
52.411,-0.174
52.421,0.476
52.431,-0.574
52.441,0.167
52.451,-0.63
52.46,0.259
52.0,0.639
52.481,0.824
52.492,0.761
52.502,1.099
52.513,0.263
52.523,0.315
52.533,0.266
52.543,-0.373
52.554,-0.044
52.564,-0.681
52.575,-0.65
52.585,-0.918
52.595,-0.826
52.606,-0.203
52.616,-0.315
52.626,0.094
52.637,0.215
52.646,1.105
52.656,1.063
52.667,0.795
52.676,1.312
52.687,1.129
52.698,0.101
52.708,0.534
52.718,-0.296
52.727,-0.814
52.738,-1.166
52.749,-0.974
52.759,-0.69
52.769,-0.493
52.78,-0.322
52.79,-0.313
52.801,-0.177
52.811,0.46
52.82,0.54
52.831,1.043
52.842,0.888
52.852,0.721
52.862,0.443
52.873,0.003
52.884,-0.562
52.893,-0.455
52.902,-0.678
52.912,-0.751
52.922,-0.613
52.932,-0.919
52.942,-0.217
52.953,-0.208
52.964,0.309
52.974,0.403
52.984,1.1
52.995,1.074
53.005,0.85
53.014,0.95
53.024,0.977
53.034,0.124
53.044,0.019
53.054,0.026
53.063,-0.748
53.073,-0.953
53.083,-1.23
53.094,-1.373
53.104,-0.809
53.114,-0.108
53.124,-0.644
53.134,0.335
53.144,0.148
53.154,1.201
53.164,0.826
53.175,1.295
53.185,0.784
53.195,0.567
53.206,-0.022
53.216,0.008
53.225,-0.909
53.236,-1.062
53.246,-0.953
53.255,-0.745
53.265,-1.073
53.276,-0.221
53.286,-0.096
53.297,0.149
53.307,-0.023
53.317,0.976
53.327,0.658
53.336,0.925
53.346,1.376
53.356,0.5
53.367,0.087
53.377,0.016
53.386,-0.448
53.395,-0.944
53.406,-0.794
53.415,-1.17
53.426,-0.492
53.436,-0.615
53.446,-0.162
53.456,-0.18
53.466,0.138
53.475,0.75
53.0,0.877
53.494,-0.236
53.504,-0.049
53.514,-1.179
53.524,1.005
53.534,-0.819
53.543,0.144
53.553,0.617
53.563,-0.722
53.572,0.843
53.581,-0.828
53.591,-0.186
53.6,0.019
53.611,-0.479
53.622,0.777
53.631,-1.474
53.641,1.046
53.65,-0.217
53.66,-0.659
53.67,0.299
53.68,-0.993
53.691,1.145
53.702,-0.95
53.713,1.303
53.722,-0.575
53.733,-0.121
53.744,-0.0
53.755,-0.699
53.764,0.677
53.775,-0.969
53.784,0.916
53.794,-0.405
53.805,0.399
53.814,0.769
53.825,0.185
53.835,0.913
53.846,-0.785
53.856,0.612
53.867,-1.098
53.877,0.337
53.886,-0.384
53.897,-0.32
53.907,0.797
53.917,-1.132
53.926,0.776
53.936,-0.149
53.945,0.015
53.955,0.471
53.965,-1.077
53.975,0.81
53.986,-1.28
53.997,1.081
54.006,0.183
54.016,-0.497
54.027,0.721
54.036,-0.7
54.046,0.783
54.055,-0.473
54.066,-0.398
54.077,0.228
54.087,-0.166
54.098,0.142
54.108,-0.975
54.118,1.276
54.127,-0.744
54.136,0.099
54.146,0.246
54.156,-1.332
54.166,1.303
54.176,-0.775
54.186,0.342
54.197,-0.322
54.207,-0.31
54.216,0.706
54.227,-0.941
54.238,0.732
54.248,-1.003
54.258,0.525
54.269,-0.23
54.278,-0.053
54.287,1.002
54.298,-0.431
54.309,0.659
54.319,-0.586
54.328,-0.158
54.338,0.62
54.349,-0.453
54.359,0.624
54.369,-0.883
54.378,1.151
54.388,0.125
54.399,0.057
54.409,-0.009
54.419,-0.477
54.43,0.723
54.44,-1.136
54.451,0.82
54.461,-0.17
54.472,0.487
54.482,-0.443
54.0,1.269
54.501,-1.513
54.51,-1.037
54.521,-0.472
54.53,0.003
54.541,0.252
54.551,0.69
54.561,1.345
54.572,0.845
54.583,0.448
54.593,0.678
54.604,0.101
54.614,-0.33
54.625,-0.375
54.635,-0.586
54.645,-0.843
54.656,-0.888
54.665,-0.582
54.675,-0.407
54.685,0.051
54.696,0.506
54.706,0.883
54.716,1.093
54.728,0.452
54.738,0.426
54.749,0.277
54.758,-0.778
54.768,-1.329
54.779,-0.948
54.79,-0.829
54.8,-0.122
54.811,-0.698
54.821,0.259
54.832,0.248
54.841,0.476
54.851,0.49
54.86,1.057
54.87,0.787
54.881,0.238
54.892,0.122
54.902,-1.106
54.913,-0.841
54.922,-0.873
54.932,-1.176
54.942,-0.767
54.952,-0.496
54.962,0.21
54.973,0.817
54.983,0.881
54.992,1.23
55.002,0.906
55.011,0.914
55.021,0.665
55.03,0.162
55.04,-0.623
55.049,-0.772
55.059,-1.286
55.068,-0.544
55.078,-1.116
55.089,-0.848
55.098,-0.606
55.107,-0.068
55.118,0.062
55.128,0.58
55.138,1.025
55.149,0.917
55.16,1.166
55.171,0.54
55.182,-0.02
55.191,-0.527
55.201,-0.737
55.211,-0.806
55.222,-0.795
55.232,-0.918
55.241,-0.12
55.251,0.779
55.262,0.136
55.272,0.744
55.282,0.932
55.292,0.571
55.302,1.322
55.311,0.316
55.321,-0.061
55.331,-0.756
55.341,-0.454
55.351,-1.032
55.36,-0.591
55.371,-0.626
55.38,-0.238
55.391,-0.016
55.402,0.533
55.411,1.19
55.421,1.412
55.43,0.84
55.439,1.076
55.449,0.545
55.46,0.398
55.469,-0.12
55.48,-0.812
55.489,-1.044
55.0,1.089
55.51,1.382
55.52,0.287
55.531,-0.46
55.541,0.333
55.551,-1.162
55.562,0.708
55.572,-0.165
55.582,0.1
55.592,0.577
55.602,-1.066
55.612,1.198
55.622,-0.22
55.633,-0.426
55.643,0.871
55.653,-1.079
55.663,0.688
55.674,-0.577
55.683,-0.902
55.694,1.005
55.703,-1.015
55.714,0.625
55.724,0.486
55.734,-0.822
55.743,0.741
55.754,-0.561
55.764,0.852
55.775,-0.108
55.785,-1.506
55.794,1.048
55.805,-0.499
55.816,0.477
55.826,-0.071
55.837,-1.081
55.846,0.776
55.856,-0.989
55.867,0.528
55.877,0.046
55.887,-0.436
55.897,0.231
55.906,0.11
55.916,0.046
55.926,0.867
55.935,-1.097
55.945,1.025
55.955,0.351
55.964,-0.765
55.973,1.017
55.984,-0.537
55.995,0.599
56.004,0.347
56.014,-0.833
56.025,1.064
56.034,-0.661
56.045,0.29
56.055,0.556
56.064,-0.869
56.073,0.225
56.083,0.472
56.093,-0.713
56.102,1.476
56.113,-1.196
56.124,0.594
56.135,0.17
56.145,-0.554
56.155,0.547
56.165,-0.756
56.175,0.052
56.185,0.519
56.195,-0.104
56.205,1.074
56.216,-0.911
56.227,0.084
56.237,-0.041
56.247,-0.814
56.258,0.606
56.268,-0.756
56.279,0.033
56.29,-0.517
56.301,0.045
56.311,0.452
56.321,-1.186
56.33,0.404
56.341,-0.317
56.352,0.034
56.363,0.712
56.374,-0.186
56.384,0.866
56.395,-0.904
56.406,0.216
56.417,0.034
56.427,-0.472
56.437,0.898
