time,Noisy signal
36.945,0.862
36.954,-0.181
36.965,-0.338
36.975,1.107
36.985,-0.549
36.995,0.472
37.004,1.201
37.015,-1.127
37.026,1.191
37.036,-1.211
37.046,0.018
37.056,1.137
37.066,-0.575
37.076,0.096
37.085,0.26
37.095,-0.954
37.104,0.739
37.115,0.137
37.125,-0.886
37.134,0.854
37.145,-0.474
37.156,-0.118
37.167,0.525
37.177,-1.048
37.188,1.057
37.198,-0.562
37.208,-0.51
37.218,0.903
37.229,-1.322
37.24,0.713
37.249,-0.205
37.259,-0.734
37.269,0.99
37.279,-0.474
37.289,-0.495
37.299,0.92
37.309,-0.582
37.319,0.46
37.33,0.293
37.34,-1.085
37.35,0.625
37.359,-0.502
37.369,-0.853
37.378,0.993
37.389,-1.158
37.0,1.375
37.408,-0.118
37.418,-0.106
37.428,0.654
37.439,0.71
37.449,0.354
37.458,-0.774
37.468,-1.298
37.479,-1.154
37.489,0.26
37.498,0.847
37.508,0.716
37.519,-0.084
37.529,-1.596
37.539,-0.696
37.548,0.55
37.558,0.724
37.569,0.512
37.579,0.235
37.588,-0.619
37.598,-0.925
37.609,-0.232
37.618,0.736
37.627,1.056
37.637,0.929
37.647,-0.073
37.657,-1.255
37.667,-0.011
37.676,0.837
37.686,1.05
37.697,0.652
37.707,-0.783
37.717,-0.686
37.727,-1.094
37.738,0.476
37.747,0.825
37.757,0.695
37.767,-0.28
37.777,-0.747
37.787,-1.023
37.797,-0.058
37.807,1.198
37.817,0.815
37.827,0.277
37.837,-1.203
37.848,-0.742
37.857,-0.016
37.868,1.104
37.878,0.702
37.888,-0.34
37.897,-0.792
37.907,-1.092
37.918,-0.769
37.929,0.311
37.938,1.193
37.947,0.535
37.958,-0.007
37.967,-1.09
37.977,-1.472
37.986,0.548
37.995,0.718
38.005,1.104
38.016,-0.452
38.025,-0.934
38.036,-1.194
38.046,-0.38
38.055,0.893
38.065,0.991
38.076,0.33
38.086,-0.188
38.095,-1.063
38.105,-0.387
38.116,0.287
38.127,0.83
38.136,0.722
38.147,-0.887
38.157,-0.863
38.168,-0.63
38.178,0.419
38.187,1.589
38.198,0.496
38.208,-0.386
38.219,-0.562
38.229,-0.814
38.24,0.345
38.249,0.835
38.26,0.728
38.271,-0.394
38.281,-1.405
38.292,-0.972
38.302,0.44
38.313,0.976
38.324,0.411
38.333,0.01
38.344,-0.872
38.355,-0.601
38.366,0.682
38.376,1.037
38.386,0.872
38.395,0.069
38.0,0.891
38.415,-0.794
38.426,-0.854
38.435,-1.255
38.444,-0.932
38.455,-1.197
38.465,-1.416
38.474,-0.677
38.484,-1.017
38.493,-1.238
38.504,-0.837
38.513,-1.465
38.523,-1.261
38.532,-0.924
38.543,-0.929
38.553,-0.881
38.562,-0.485
38.573,-1.143
38.583,-0.65
38.593,-0.756
38.604,-0.546
38.614,-0.76
38.624,-0.763
38.634,-0.665
38.644,-0.885
38.655,-0.788
38.666,-0.592
38.675,-0.546
38.686,0.255
38.697,-0.713
38.707,-0.123
38.717,-0.158
38.727,-0.64
38.737,-0.367
38.747,0.104
38.758,-0.074
38.769,-0.136
38.778,-0.112
38.789,0.673
38.798,0.532
38.808,0.387
38.818,0.382
38.829,0.924
38.84,0.314
38.849,0.422
38.859,0.604
38.868,0.485
38.878,0.246
38.889,0.523
38.899,0.864
38.909,0.557
38.92,1.142
38.929,0.807
38.939,1.307
38.948,1.232
38.959,0.83
38.968,1.245
38.978,0.489
38.988,0.761
38.998,1.235
39.009,1.391
39.019,1.116
39.03,0.699
39.041,1.228
39.05,1.269
39.06,0.688
39.071,0.823
39.08,1.381
39.091,0.763
39.102,1.079
39.112,1.041
39.123,1.206
39.134,0.666
39.145,0.963
39.155,0.662
39.165,0.266
39.175,0.504
39.186,0.198
39.195,0.332
39.205,0.417
39.215,0.946
39.226,-0.302
39.237,0.093
39.247,-0.238
39.258,0.349
39.268,-0.208
39.277,-0.31
39.287,-0.352
39.297,-0.306
39.307,-0.065
39.318,-0.669
39.328,-0.145
39.339,-0.557
39.349,-0.781
39.358,-0.478
39.369,-0.773
39.38,-0.227
39.39,-0.768
39.399,-0.866
39.408,-0.083
39.0,0.503
39.428,0.0
39.439,0.665
39.449,0.95
39.459,-0.176
39.469,-1.246
39.478,-0.769
39.489,-0.204
39.499,1.082
39.51,0.478
39.52,-0.728
39.529,-1.101
39.54,-0.443
39.55,1.053
39.56,1.435
39.569,0.41
39.579,-0.679
39.588,-0.72
39.598,-0.076
39.609,0.931
39.619,0.936
39.629,-0.848
39.64,-0.959
39.65,0.027
39.66,0.684
39.67,0.726
39.681,-0.305
39.692,-1.128
39.701,-0.687
39.711,0.325
39.722,0.755
39.731,0.923
39.741,-0.295
39.752,-0.489
39.761,-0.407
39.77,0.685
39.78,0.791
39.79,0.065
39.801,-0.624
39.811,-0.656
39.821,-0.587
39.831,0.19
39.841,0.663
39.85,-0.377
39.86,-0.715
39.869,-0.395
39.878,0.368
39.888,0.683
39.898,0.795
39.908,-0.686
39.917,-1.472
39.928,-0.278
39.937,0.951
39.948,1.362
39.958,0.374
39.967,-1.04
39.976,-1.217
39.987,-0.39
39.997,0.845
40.007,0.676
40.017,-0.552
40.027,-0.372
40.037,-1.136
40.048,0.483
40.057,1.311
40.067,0.688
40.076,-0.153
40.086,-0.962
40.095,0.532
40.105,0.908
40.115,0.844
40.126,0.37
40.136,-0.496
40.146,-1.25
40.157,0.131
40.166,0.442
40.176,0.012
40.187,-0.415
40.197,-0.185
40.207,-0.382
40.218,0.649
40.227,0.358
40.237,-0.731
40.247,-0.729
40.258,-1.094
40.268,0.523
40.279,1.115
40.288,0.495
40.298,-0.491
40.307,-1.191
40.318,-0.165
40.328,0.969
40.337,0.75
40.347,-0.009
40.357,-0.737
40.368,-0.676
40.377,-0.09
40.387,1.056
40.397,1.133
40.407,-0.649
40.0,1.276
40.428,-1.0
40.437,-0.979
40.448,0.869
40.457,0.594
40.468,-0.599
40.477,-0.431
40.487,-0.733
40.497,0.863
40.508,0.884
40.518,-1.154
40.529,-1.071
40.539,0.279
40.549,1.004
40.56,0.226
40.569,-0.427
40.579,-0.738
40.588,0.151
40.598,0.825
40.609,0.537
40.62,-1.315
40.629,-0.866
40.639,-0.037
40.649,1.471
40.659,-0.081
40.669,-1.258
40.679,-0.906
40.689,-0.062
40.7,0.814
40.711,0.283
40.72,-0.665
40.729,-0.728
40.739,0.256
40.748,1.331
40.76,0.627
40.77,-0.697
40.781,-0.428
40.791,0.46
40.801,1.541
40.812,0.441
40.822,-0.556
40.831,-0.436
40.842,0.83
40.852,1.108
40.862,0.026
40.872,-1.179
40.883,-0.47
40.892,0.007
40.902,0.705
40.912,0.043
40.922,-0.576
40.931,-1.12
40.94,0.48
40.951,0.783
40.962,0.234
40.971,-1.276
40.981,-0.716
40.992,0.449
41.002,1.184
41.012,0.253
41.023,-1.08
41.033,-0.927
41.044,0.63
41.055,0.798
41.064,-0.66
41.074,-1.131
41.083,-0.583
41.093,0.368
41.103,0.051
41.114,-0.209
41.124,-1.084
41.134,-0.653
41.144,1.062
41.153,1.154
41.164,-0.301
41.174,-0.727
41.185,-0.379
41.196,0.72
41.205,0.899
41.215,-0.281
41.226,-1.169
41.236,-0.386
41.245,1.25
41.254,0.926
41.264,-0.489
41.275,-0.698
41.284,-0.925
41.294,1.088
41.304,1.057
41.313,0.282
41.322,-1.296
41.332,-0.756
41.342,0.4
41.352,0.526
41.361,0.156
41.371,-0.492
41.381,-0.811
41.392,0.465
41.401,1.026
41.412,0.082
41.0,0.425
41.433,0.693
41.442,-1.004
41.452,-0.499
41.463,1.785
41.474,-1.222
41.484,1.053
41.493,0.357
41.503,-0.962
41.513,0.766
41.524,-0.911
41.534,-0.501
41.545,0.782
41.555,-1.108
41.565,1.068
41.577,-0.362
41.586,-0.765
41.596,1.776
41.606,-0.449
41.616,0.523
41.625,0.107
41.636,-1.414
41.645,0.666
41.656,-0.036
41.667,-0.74
41.676,1.072
41.685,-0.56
41.695,0.059
41.706,0.822
41.716,-1.253
41.726,0.337
41.737,-0.226
41.747,-0.966
41.757,1.416
41.767,-1.193
41.776,-0.235
41.787,0.974
41.797,-0.67
41.808,1.061
41.818,0.08
41.828,-0.308
41.838,0.41
41.848,-1.344
41.859,0.235
41.869,0.165
41.879,-1.123
41.89,0.905
41.9,-0.165
41.91,-0.264
41.92,1.015
41.93,-0.555
41.94,0.559
41.95,0.607
41.961,-0.769
41.971,0.539
41.981,-0.276
41.991,-0.645
42.001,1.155
42.011,-0.935
42.021,0.279
42.032,-0.014
42.041,-1.29
42.051,1.241
42.062,-0.216
42.071,-0.429
42.081,1.307
42.091,-0.931
42.102,-0.316
42.112,0.723
42.122,-0.621
42.133,1.05
42.143,-1.226
42.153,-0.611
42.164,1.344
42.173,-0.124
42.183,0.313
42.194,0.3
42.203,-1.883
42.212,0.346
42.222,-0.032
42.233,-1.001
42.244,1.109
42.255,-0.601
42.264,-0.736
42.275,0.668
42.284,-0.52
42.294,0.986
42.304,-0.149
42.314,-0.858
42.325,0.857
42.334,-0.838
42.345,-0.023
42.355,0.809
42.364,-0.76
42.374,0.487
42.383,0.557
42.393,-0.796
42.404,0.759
42.413,-0.516
42.424,-0.025
42.0,1.251
42.445,-0.828
42.456,-1.284
42.466,-1.163
42.476,-0.797
42.486,-0.646
42.497,-1.059
42.506,-1.088
42.516,-1.219
42.526,-1.03
42.536,-0.996
42.545,-0.748
42.555,-0.834
42.566,-0.738
42.576,-1.371
42.587,-0.709
42.597,-1.133
42.608,-0.696
42.617,-0.977
42.628,-1.073
42.638,-0.908
42.648,-0.715
42.657,-0.755
42.668,-0.853
42.678,-0.669
42.687,-0.582
42.698,-0.335
42.708,-0.062
42.718,-0.57
42.728,0.034
42.738,-0.095
42.748,-0.268
42.759,-0.273
42.769,-0.047
42.78,0.094
42.789,0.528
42.799,0.671
42.81,-0.009
42.819,0.203
42.828,0.478
42.838,0.654
42.849,0.646
42.858,-0.131
42.868,0.616
42.877,0.995
42.887,0.89
42.897,1.31
42.908,0.67
42.917,0.658
42.927,0.997
42.937,0.873
42.947,1.334
42.956,1.159
42.966,0.776
42.976,1.644
42.987,1.23
42.996,1.154
43.007,1.035
43.017,0.614
43.027,0.848
43.038,0.763
43.047,0.835
43.058,1.593
43.068,1.184
43.078,0.506
43.088,0.464
43.097,0.443
43.108,0.387
43.118,0.2
43.128,1.467
43.138,1.131
43.148,0.764
43.159,0.784
43.169,0.556
43.18,0.398
43.191,-0.037
43.201,0.385
43.212,0.795
43.222,0.16
43.233,-0.095
43.243,-0.138
43.253,0.089
43.263,0.248
43.272,-0.343
43.282,-0.183
43.293,-0.097
43.303,-0.377
43.312,-0.638
43.322,-0.654
43.332,-0.901
43.341,-0.705
43.352,-0.804
43.362,-0.809
43.371,-0.522
43.382,-1.04
43.391,-1.259
43.4,-0.824
43.411,-0.933
43.421,-1.004
43.432,-0.74
43.0,0.775
43.451,-0.063
43.462,0.929
43.471,-1.3
43.482,0.938
43.493,0.236
43.503,-1.07
43.513,0.457
43.523,-0.811
43.534,-0.269
43.544,0.337
43.555,-0.89
43.565,0.756
43.575,-0.091
43.586,-0.723
43.595,1.295
43.605,-0.468
43.615,-0.654
43.625,0.718
43.635,-0.898
43.644,0.793
43.654,-0.138
43.663,-1.068
43.674,0.686
43.684,-0.14
43.693,-0.208
43.704,1.059
43.714,-1.067
43.724,0.86
43.734,0.585
43.744,-0.924
43.754,0.263
43.764,0.004
43.774,-0.25
43.785,0.79
43.794,-0.57
43.804,-0.141
43.814,0.464
43.823,-0.953
43.832,0.311
43.842,0.83
43.851,-1.133
43.862,0.753
43.872,-0.038
43.882,-0.396
43.891,1.009
43.901,-1.234
43.912,0.005
43.923,1.09
43.934,-1.078
43.943,1.214
43.953,-0.139
43.964,-0.496
43.974,0.746
43.983,-0.667
43.994,0.536
44.003,0.499
44.014,-1.089
44.023,-0.008
44.034,0.213
44.044,-0.445
44.054,1.084
44.064,-0.483
44.075,0.137
44.085,0.43
44.095,-0.532
44.105,0.48
44.114,0.094
44.125,-0.689
44.135,1.552
44.146,-1.09
44.155,-0.164
44.166,1.259
44.176,-0.915
44.185,0.746
44.195,0.005
44.206,-0.895
44.216,0.671
44.226,-0.765
44.236,0.173
44.247,1.11
44.257,-0.63
44.267,0.647
44.277,0.535
44.288,-0.904
44.297,0.691
44.308,-0.79
44.319,-0.0
44.329,0.627
44.339,-0.544
44.35,1.504
44.359,-0.318
44.369,-0.319
44.38,1.246
44.389,-0.737
44.398,0.069
44.409,0.855
44.419,-0.792
44.428,0.594
44.439,0.226
44.0,1.017
44.46,1.308
44.47,0.965
44.48,0.535
44.491,-0.519
44.501,-1.279
44.511,-0.46
44.521,0.309
44.532,0.646
44.541,0.751
44.551,-0.166
44.562,-0.778
44.572,-0.65
44.583,0.402
44.592,0.828
44.602,0.817
44.612,0.663
44.623,-0.526
44.634,-1.346
44.643,-0.561
44.653,0.407
44.663,1.138
44.673,0.671
44.684,0.272
44.693,-1.241
44.702,-0.738
44.713,-0.035
44.724,0.503
44.734,1.228
44.744,0.382
44.754,-0.199
44.765,-1.359
44.774,-0.976
44.783,-0.016
44.794,0.833
44.804,1.145
44.815,0.408
44.826,-0.724
44.836,-0.822
44.846,-0.298
44.855,0.927
44.866,1.308
44.876,0.795
44.886,-0.827
44.896,-0.503
44.906,-0.995
44.917,0.041
44.927,0.779
44.938,0.877
44.948,-0.321
44.959,-1.005
44.968,-0.913
44.979,-0.233
44.989,0.112
44.999,0.946
45.01,0.232
45.02,-0.208
45.029,-1.611
45.039,-0.666
45.049,0.506
45.059,0.917
45.069,0.815
45.079,0.284
45.09,-0.525
45.099,-0.862
45.11,-0.452
45.119,0.592
45.129,0.907
45.139,1.226
45.149,0.427
45.16,-0.665
45.171,-0.828
45.18,-0.791
45.19,0.765
45.199,0.64
45.21,0.931
45.221,-0.592
45.231,-1.232
45.24,-0.849
45.25,0.323
45.26,0.529
45.27,0.771
45.28,0.108
45.291,-0.415
45.3,-1.036
45.311,-0.068
45.322,0.716
45.333,1.282
45.344,0.831
45.354,-0.524
45.364,-0.321
45.374,-0.342
45.385,0.184
45.394,1.146
45.405,0.747
45.414,0.288
45.425,-0.175
45.435,-0.857
45.445,-0.631
45.456,0.415
45.0,1.463
45.478,0.727
45.489,0.736
45.5,1.556
45.51,1.218
45.52,1.222
45.53,0.594
45.541,0.154
45.55,-0.179
45.56,-0.304
45.571,-0.606
45.58,-1.04
45.591,-1.397
45.602,-1.091
45.611,-0.403
45.622,-0.052
45.631,0.104
45.64,0.604
45.65,0.975
45.66,1.073
45.67,1.578
45.68,0.431
45.69,0.854
45.7,0.43
45.711,-0.201
45.721,-0.427
45.731,-1.07
45.742,-1.37
45.752,-0.449
45.763,-0.898
45.772,-0.363
45.783,-0.118
45.792,0.17
45.802,0.053
45.811,0.678
45.821,1.182
45.831,0.602
45.84,0.741
45.85,0.338
45.861,0.975
45.871,0.317
45.882,0.086
45.893,-0.584
45.903,-1.145
45.913,-1.142
45.922,-1.036
45.932,-0.298
45.943,-0.751
45.954,-0.075
45.964,0.023
45.974,0.77
45.985,0.847
45.995,0.546
46.005,0.986
46.014,0.729
46.024,0.531
46.034,0.29
46.044,0.285
46.053,0.301
46.062,-0.674
46.073,-0.96
46.083,-0.953
46.092,-1.354
46.101,-1.186
46.11,-0.807
46.12,-0.442
46.129,-0.065
46.14,0.742
46.151,0.24
46.161,0.955
46.172,0.806
46.182,0.725
46.193,1.068
46.204,0.377
46.214,0.056
46.224,-0.54
46.234,-1.335
46.244,-0.787
46.254,-0.485
46.265,-1.112
46.274,-0.253
46.284,0.328
46.293,0.378
46.304,-0.083
46.315,0.671
46.325,1.031
46.335,1.29
46.346,1.494
46.356,0.669
46.367,0.464
46.377,-0.484
46.388,-0.549
46.398,-0.839
46.409,-0.932
46.42,-1.015
46.431,-0.852
46.441,-0.163
46.45,0.026
46.459,-0.02
46.47,0.536
46.0,0.832
46.49,0.515
46.5,-0.813
46.511,1.107
46.52,-0.258
46.53,-0.415
46.54,1.238
46.549,0.369
46.559,-0.541
46.57,1.093
46.58,-1.119
46.589,0.849
46.6,0.791
46.611,-0.738
46.622,1.21
46.632,-0.356
46.643,0.509
46.653,0.903
46.663,-0.834
46.673,1.42
46.683,0.1
46.693,-0.918
46.703,1.101
46.712,-0.532
46.723,-0.129
46.733,0.829
46.743,-1.086
46.753,0.952
46.763,-0.024
46.773,-0.796
46.784,1.756
46.795,-1.002
46.805,-0.117
46.815,0.945
46.825,-0.546
46.835,0.969
46.845,-0.42
46.856,0.016
46.867,0.683
46.877,-1.148
46.887,1.56
46.897,0.686
46.907,-1.021
46.916,0.584
46.926,-0.166
46.936,-0.413
46.946,0.354
46.956,-0.773
46.966,-0.432
46.976,0.547
46.987,-0.926
46.997,0.635
47.007,-0.645
47.018,-0.536
47.029,0.679
47.039,-0.813
47.049,0.367
47.059,0.633
47.069,-1.259
47.078,0.898
47.088,0.549
47.097,-0.987
47.107,0.942
47.117,-0.358
47.128,-0.284
47.139,0.433
47.15,-0.794
47.16,0.767
47.169,-0.398
47.178,-1.215
47.189,0.736
47.2,-0.566
47.21,0.14
47.219,0.884
47.229,-1.564
47.239,1.237
47.25,0.075
47.26,-1.19
47.27,1.024
47.279,-0.631
47.289,-0.523
47.3,0.971
47.309,-1.46
47.319,0.687
47.329,0.507
47.339,-1.283
47.35,1.174
47.361,-0.661
47.371,0.014
47.381,1.819
47.39,-0.94
47.4,0.062
47.409,0.836
47.418,-0.763
47.427,0.705
47.437,0.563
47.447,-0.609
47.457,0.997
47.468,0.09
47.477,-0.675
47.0,0.876
47.497,1.08
47.506,0.731
47.515,-0.183
47.526,-0.859
47.535,-0.165
47.544,0.461
47.555,0.789
47.565,-0.835
47.575,-0.789
47.585,-0.075
47.596,0.541
47.607,0.748
47.617,-0.72
47.626,-1.321
47.635,-0.143
47.646,0.974
47.655,0.623
47.666,-0.127
47.675,-1.061
47.686,-0.073
47.696,0.473
47.707,0.576
47.717,-0.436
47.726,-1.072
47.736,0.174
47.745,1.241
47.755,0.477
47.765,-0.697
47.775,-1.172
47.785,0.509
47.794,0.626
47.805,0.309
47.814,-0.06
47.824,-1.084
47.834,-0.703
47.845,0.754
47.854,0.857
47.863,-0.155
47.874,-1.229
47.884,-0.505
47.894,0.776
47.904,0.492
47.914,-0.868
47.924,-1.032
47.935,-0.449
47.944,0.777
47.955,0.757
47.965,-0.289
47.974,-1.121
47.985,-0.195
47.996,0.783
48.005,1.067
48.015,0.092
48.025,-0.63
48.035,-0.234
48.046,0.68
48.056,0.94
48.066,-0.767
48.076,-0.861
48.085,0.134
48.095,0.94
48.105,0.534
48.115,-0.837
48.126,-1.132
48.136,0.073
48.145,0.393
48.156,0.508
48.165,-0.236
48.176,-0.732
48.186,0.309
48.196,0.985
48.207,0.862
48.218,-1.096
48.229,-1.04
48.238,0.518
48.249,0.828
48.259,0.457
48.27,-0.926
48.279,-0.62
48.289,0.055
48.3,0.66
48.31,0.233
48.321,-0.97
48.331,-0.583
48.34,0.364
48.349,1.221
48.359,0.351
48.369,-0.741
48.379,-0.737
48.389,0.235
48.399,0.819
48.408,0.155
48.419,-0.792
48.429,-1.033
48.44,-0.289
48.45,1.188
48.46,0.589
48.471,-1.812
48.48,-0.696
48.0,0.824
48.5,0.706
48.51,0.556
48.52,0.455
48.53,0.244
48.539,-0.527
48.551,-0.9
48.56,-0.572
48.57,-0.893
48.581,-0.142
48.591,-0.079
48.602,0.761
48.612,0.672
48.621,0.345
48.631,1.271
48.64,0.811
48.65,0.389
48.66,0.28
48.671,-0.802
48.682,-0.793
48.693,-1.496
48.702,-0.444
48.712,-0.507
48.722,0.056
48.733,1.028
48.742,0.663
48.752,0.602
48.761,0.646
48.771,0.024
48.781,-0.121
48.79,-0.912
48.8,-0.837
48.811,-1.214
48.821,-1.053
48.831,-0.6
48.842,-0.341
48.852,0.267
48.862,0.758
48.873,1.024
48.883,0.444
48.893,0.75
48.903,0.276
48.913,-0.548
48.923,-0.664
48.934,-0.84
48.945,-1.29
48.956,-0.183
48.966,-0.455
48.975,0.157
48.986,1.386
48.997,0.507
49.007,0.892
49.018,0.942
49.027,0.263
49.038,-0.781
49.048,-0.778
49.059,-1.154
49.069,-0.751
49.078,-0.34
49.089,-0.164
49.1,0.427
49.11,0.55
49.121,0.974
49.131,1.026
49.142,0.684
49.153,0.511
49.162,-0.408
49.172,-0.754
49.182,-0.603
49.192,-0.592
49.202,-0.712
49.212,-0.629
49.221,0.223
49.231,0.553
49.24,1.385
49.251,1.016
49.26,0.266
49.27,0.448
49.28,0.374
49.29,0.062
49.299,-0.706
49.308,-0.965
49.318,-0.873
49.328,-0.811
49.338,-0.439
49.348,0.804
49.358,0.356
49.367,0.609
49.378,0.898
49.389,0.956
49.4,0.103
49.409,-0.023
49.42,-0.03
49.43,-0.886
49.44,-0.799
49.449,-0.514
49.459,-0.299
49.469,0.213
49.48,0.241
49.49,0.459
49.0,0.749
49.51,-0.83
49.521,-0.878
49.53,-0.31
49.54,-0.112
49.55,-0.001
49.56,0.144
49.571,0.403
49.58,0.628
49.591,1.044
49.6,1.047
49.611,1.166
49.622,0.676
49.631,0.66
49.641,-0.127
49.65,0.221
49.661,-0.458
49.671,-0.77
49.68,-0.918
49.69,-0.564
49.701,-0.562
49.712,-0.983
49.722,-1.073
49.733,-0.766
49.743,-0.509
49.753,0.157
49.763,0.583
49.772,0.722
49.783,0.635
49.792,0.625
49.802,0.852
49.813,0.899
49.824,1.047
49.833,0.612
49.843,0.385
49.854,-0.053
49.865,-0.685
49.876,-0.67
49.887,-0.525
49.896,-1.088
49.907,-1.457
49.917,-1.117
49.926,-0.83
49.935,-0.684
49.946,0.089
49.956,0.755
49.966,-0.118
49.977,1.134
49.987,0.656
49.997,1.667
50.006,0.919
50.015,0.999
50.025,0.948
50.035,0.242
50.045,-0.06
50.056,0.076
50.066,-0.149
50.076,-0.691
50.086,-0.948
50.097,-1.462
50.107,-1.14
50.117,-1.295
50.127,-0.741
50.137,-0.899
50.147,0.52
50.157,-0.058
50.167,0.503
50.177,0.581
50.187,1.002
50.197,0.91
50.207,1.047
50.217,1.531
50.228,0.946
50.238,0.541
50.248,-0.183
50.257,-0.513
50.267,-0.166
50.276,-1.173
50.287,-0.8
50.297,-1.1
50.308,-0.644
50.318,-0.969
50.327,-0.525
50.338,-0.728
50.349,-0.026
50.359,0.014
50.37,0.652
50.381,1.183
50.39,1.743
50.401,0.903
50.412,1.35
50.422,-0.133
50.432,0.719
50.441,0.002
50.451,0.211
50.462,-0.472
50.473,-1.035
50.482,-0.608
50.493,-0.774
50.502,-1.228
50.0,1.337
50.523,-1.054
50.533,0.135
50.543,0.957
50.553,-1.137
50.563,0.189
50.572,0.231
50.581,-1.196
50.591,0.895
50.602,-0.083
50.613,-0.197
50.624,0.967
50.635,-0.817
50.645,1.029
50.655,-0.082
50.664,-1.095
50.675,0.744
50.685,-0.745
50.695,-0.144
50.705,0.579
50.715,-0.999
50.724,-0.027
50.734,0.835
50.745,-0.96
50.754,1.165
50.764,-0.15
50.774,-0.66
50.784,0.955
50.794,-0.276
50.804,-0.119
50.815,0.618
50.825,-0.501
50.836,1.022
50.845,-0.282
50.855,-1.276
50.866,1.515
50.877,-0.653
50.887,0.402
50.898,0.601
50.908,-0.619
50.918,1.227
50.928,-0.287
50.939,-0.202
50.95,0.645
50.961,-1.0
50.971,1.263
50.982,-0.374
50.993,0.142
51.003,0.728
51.013,-1.243
51.024,0.438
51.033,0.149
51.042,-0.925
51.052,1.139
51.062,-0.326
51.072,-0.327
51.082,1.134
51.092,-0.711
51.102,0.09
51.113,0.904
51.123,-1.132
51.134,1.33
51.143,-0.141
51.153,-0.187
51.163,1.49
51.172,-0.393
51.182,-0.573
51.193,0.999
51.203,-1.002
51.212,0.518
51.223,0.288
51.233,-0.441
51.242,0.236
51.253,-1.209
51.263,-0.061
51.273,1.03
51.284,-1.453
51.295,0.636
51.305,-0.114
51.315,-0.648
51.326,0.308
51.336,-1.069
51.346,0.164
51.355,0.458
51.366,-0.876
51.376,1.184
51.386,-0.242
51.396,-0.205
51.407,1.084
51.416,-1.087
51.427,0.298
51.436,0.704
51.446,-0.983
51.457,0.572
51.467,-0.078
51.478,-0.19
51.487,1.461
51.496,-0.636
51.507,0.287
51.517,0.4
51.0,0.901
51.539,0.755
51.548,1.096
51.558,0.349
51.569,-1.217
51.579,-1.193
51.59,-0.941
51.6,0.545
51.61,1.181
51.62,0.886
51.631,0.233
51.642,-0.812
51.653,-0.729
51.663,-0.938
51.674,-0.504
51.685,0.978
51.694,0.817
51.705,0.327
51.715,-0.196
51.725,-0.767
51.734,-0.625
51.744,-0.718
51.754,0.148
51.763,0.96
51.774,0.755
51.784,0.217
51.795,-0.306
51.804,-0.79
51.815,-0.849
51.825,0.059
51.835,-0.172
51.846,1.059
51.857,0.533
51.867,-0.479
51.877,-0.906
51.887,-0.99
51.897,-0.45
51.908,0.832
51.917,0.912
51.926,1.088
51.937,0.493
51.947,-0.432
51.958,-1.002
51.968,-0.893
51.978,0.152
51.988,0.963
51.998,0.859
52.009,0.923
52.018,0.322
52.028,-0.991
52.037,-0.363
52.048,-0.716
52.057,-0.193
52.068,0.543
52.079,1.552
52.088,0.783
52.098,0.286
52.107,-0.304
52.117,-0.789
52.127,-0.602
52.138,0.395
52.148,0.493
52.158,1.185
52.169,-0.263
52.179,-0.343
52.188,-0.991
52.198,-0.961
52.208,-0.888
52.218,0.75
52.229,1.082
52.239,0.712
52.25,-0.239
52.26,-0.583
52.269,-0.821
52.28,-0.432
52.291,-0.132
52.3,0.776
52.31,1.36
52.32,0.768
52.33,-1.134
52.34,-0.71
52.35,-1.427
52.36,-0.51
52.37,0.425
52.38,0.656
52.391,1.074
52.401,0.507
52.412,-0.476
52.422,-0.524
52.432,-0.945
52.443,0.343
52.453,0.754
52.463,1.257
52.474,1.153
52.483,-0.19
52.493,-1.049
52.502,-1.231
52.513,-0.693
52.524,0.841
52.534,0.905
52.0,1.076
52.555,-0.845
52.566,-1.356
52.576,-0.681
52.587,-0.972
52.596,-1.458
52.606,-1.008
52.615,-0.648
52.626,-0.578
52.635,-1.116
52.645,-0.645
52.656,-0.79
52.665,-0.443
52.674,-0.605
52.684,-0.279
52.695,-0.214
52.705,-0.404
52.716,-0.482
52.727,-0.223
52.737,-0.257
52.746,0.082
52.756,0.581
52.766,-0.597
52.775,0.69
52.784,-0.365
52.794,0.458
52.804,0.245
52.814,-0.188
52.824,0.785
52.834,0.654
52.845,0.654
52.856,0.42
52.866,0.418
52.876,0.936
52.885,0.889
52.896,1.184
52.906,0.422
52.916,1.027
52.925,0.662
52.935,1.047
52.945,0.994
52.954,0.203
52.965,0.944
52.974,0.774
52.985,0.848
52.995,1.051
53.005,0.555
53.015,1.211
53.025,0.999
53.036,1.002
53.047,1.6
53.058,0.643
53.067,0.3
53.077,0.739
53.087,0.664
53.098,1.253
53.108,0.845
53.119,0.93
53.129,0.385
53.14,1.159
53.151,0.449
53.161,0.411
53.17,0.67
53.18,-0.14
53.19,0.751
53.201,-0.045
53.212,0.409
53.222,-0.116
53.232,0.16
53.242,0.049
53.253,0.297
53.263,-0.137
53.272,-0.043
53.282,0.061
53.291,-0.539
53.301,-0.178
53.31,-0.691
53.32,-0.077
53.33,-0.252
53.339,-0.407
53.349,-0.465
53.359,-0.249
53.369,-0.777
53.378,-1.132
53.389,-0.775
53.4,-0.405
53.41,-1.261
53.419,-0.746
53.429,-0.91
53.439,-0.814
53.449,-0.263
53.46,-0.931
53.471,-1.161
53.48,-0.764
53.49,-1.249
53.5,-1.236
53.51,-0.691
53.52,-0.919
53.529,-1.055
53.538,-0.57
