price,bedrooms,sqft,grade
870000.0,4,3610,10
800000.0,6,1430,7
555000.0,3,1570,7
280000.0,2,2280,7
356000.0,3,940,6
675000.0,4,2920,9
605000.0,4,2260,9
690500.0,5,2000,7
437000.0,2,1440,8
850000.0,5,2310,8
350000.0,4,2300,7
480000.0,2,1490,8
379500.0,3,1830,8
600000.0,5,4440,10
1440000.0,4,4970,11
303000.0,2,1000,7
800000.0,4,4940,9
549000.0,2,1980,7
324950.0,3,1560,7
170000.0,2,870,6
178000.0,3,840,6
144000.0,3,1250,6
1580000.0,4,3120,9
258000.0,2,750,6
345000.0,3,710,6
470000.0,3,2290,8
2900000.0,5,3750,10
350000.0,3,980,7
225500.0,2,1590,7
473000.0,2,940,6
279000.0,3,1750,7
470000.0,3,1460,6
565000.0,3,1540,6
695000.0,3,2560,8
315000.0,3,1660,7
529000.0,3,1880,8
750000.0,5,3500,8
481500.0,3,1840,7
211000.0,3,1060,7
455000.0,3,1790,7
238950.0,2,810,5
722500.0,4,2600,8
795000.0,4,3230,8
327500.0,4,2240,8
585000.0,4,3400,9
775000.0,4,3140,7
645000.0,4,2780,8
445000.0,4,2320,8
257950.0,3,1370,7
375000.0,5,2230,7
245000.0,3,1610,7
725000.0,3,3410,11
702000.0,4,2810,9
330000.0,3,1850,6
940000.0,3,1790,8
354500.0,3,1150,7
279950.0,4,2420,7
284000.0,3,1580,7
480000.0,5,1760,8
647500.0,5,1760,8
625000.0,3,2750,9
152000.0,3,920,7
322000.0,3,960,7
445000.0,3,1120,7
595000.0,3,1560,7
165000.0,3,1380,7
278500.0,4,1940,7
517500.0,3,1810,8
343566.0,2,1100,7
286285.0,4,1980,7
474905.0,4,1340,6
550000.0,3,1680,7
286000.0,4,2060,6
900000.0,3,2620,8
449950.0,3,1610,7
259000.0,4,1490,7
340000.0,3,1900,7
785000.0,4,3440,9
490000.0,2,1840,6
344950.0,4,2330,7
950000.0,3,2250,9
810000.0,4,2000,7
998160.0,2,3010,9
377000.0,3,1680,8
595000.0,3,1530,8
313300.0,2,970,6
360000.0,5,1550,7
188000.0,3,1660,8
755000.0,3,3680,9
1290000.0,5,3210,10
455000.0,3,1480,6
817500.0,5,3600,10
550000.0,3,1700,8
260000.0,3,1680,8
320000.0,3,1550,7
1150000.0,3,3780,11
362000.0,4,2360,7
503500.0,3,1810,7
653000.0,3,2290,9
760000.0,4,3370,10
775000.0,4,2090,7
1340000.0,4,2130,9
417500.0,5,2060,7
525000.0,3,1560,7
217000.0,2,730,4
525000.0,4,2910,8
442500.0,4,2490,7
525000.0,4,1710,7
425500.0,4,1520,7
710000.0,3,2930,8
545000.0,4,3160,8
410000.0,5,2910,8
245000.0,3,1700,7
194900.0,2,810,6
284000.0,4,2000,7
280000.0,2,1894,6
280000.0,3,2080,6
360000.0,4,1730,7
405000.0,2,720,6
865000.0,4,3560,10
483300.0,4,1210,7
355000.0,4,2130,8
274950.0,3,1570,7
1930000.0,3,3950,11
755000.0,3,3450,11
1940000.0,4,7220,12
309212.0,3,1150,7
219950.0,3,1500,7
690000.0,3,1300,7
250800.0,3,1290,6
557500.0,3,2510,9
941000.0,4,2320,8
3650000.0,6,5480,11
305000.0,4,2030,7
815000.0,4,2060,8
1020000.0,3,2920,9
1240000.0,4,3330,9
535000.0,3,2110,9
775000.0,3,1175,6
255000.0,3,1590,7
327000.0,2,1070,7
560000.0,4,2720,8
1340000.0,4,2980,9
199500.0,3,1160,7
760000.0,4,3580,9
439000.0,3,3020,8
527000.0,4,2380,7
199950.0,3,2270,6
254000.0,3,1660,7
393000.0,2,830,7
585000.0,5,2480,8
450000.0,2,1900,7
565000.0,2,1670,9
330000.0,5,2000,7
870000.0,3,2320,9
585000.0,4,1860,8
500000.0,3,2110,9
225000.0,3,1400,7
295000.0,3,1400,7
775000.0,3,2850,9
280000.0,3,1370,7
539000.0,3,2170,7
567500.0,3,2570,8
442500.0,4,1970,8
598200.0,5,2980,8
610000.0,4,2300,8
544900.0,3,1990,8
557500.0,4,2390,8
532500.0,3,2160,7
1350000.0,4,3300,10
750000.0,3,1840,7
530000.0,3,2030,8
346100.0,3,1400,7
260000.0,4,2320,9
365000.0,3,1410,7
615000.0,3,1860,7
318400.0,4,1820,7
498500.0,4,1910,8
450000.0,3,1540,7
200000.0,3,1430,7
234000.0,3,1010,7
121800.0,2,940,5
805000.0,3,2600,8
410000.0,4,2060,8
475000.0,3,1920,8
1340000.0,4,2900,11
269000.0,1,1020,7
573000.0,4,2150,8
330000.0,3,1660,7
252750.0,4,1230,7
745000.0,2,2170,8
280000.0,3,1280,7
535000.0,4,2240,8
580000.0,4,1780,7
301000.0,3,1840,7
600000.0,4,1740,7
538900.0,5,3040,9
366000.0,3,2370,8
303000.0,4,2100,8
432000.0,3,1470,8
300000.0,2,1300,6
908800.0,3,3420,8
500000.0,3,1190,7
254000.0,5,2080,7
470000.0,5,2180,7
480000.0,3,1460,7
536000.0,3,1530,7
1350000.0,4,4740,11
550000.0,3,1980,8
260000.0,3,1710,7
284900.0,2,1160,7
740000.0,3,2200,9
425000.0,2,1170,7
230000.0,3,1120,7
675000.0,3,1710,8
267500.0,3,1650,7
814000.0,4,2840,8
1250000.0,4,3310,9
460000.0,3,1860,7
445000.0,3,2250,8
715000.0,3,2890,8
425000.0,3,2120,7
370000.0,4,2130,8
302000.0,2,1170,6
453000.0,4,2120,7
290000.0,3,1280,7
1040000.0,4,3170,10
925000.0,4,2260,9
600000.0,3,2930,9
354000.0,3,1060,7
204950.0,4,1740,7
675000.0,4,2990,8
995000.0,4,3530,11
800000.0,5,2960,7
472500.0,3,1650,8
549950.0,4,2720,8
575575.0,3,1516,7
545000.0,4,4386,10
340000.0,3,2580,7
225000.0,3,960,6
299950.0,2,1460,7
829900.0,4,3840,8
340000.0,4,2090,7
515000.0,4,2470,8
601000.0,4,2090,8
470000.0,3,2070,8
371500.0,3,1650,7
550000.0,3,1880,8
242550.0,4,2060,8
367500.0,3,1410,8
359000.0,4,2770,8
204900.0,3,1390,7
850000.0,4,5440,9
187000.0,3,1280,6
326000.0,3,1720,7
340000.0,3,1720,7
330000.0,6,3040,8
782000.0,4,3780,9
612000.0,4,2670,8
400000.0,3,1350,7
941500.0,5,3490,9
313000.0,2,870,8
735000.0,4,2410,7
471000.0,3,1640,8
350000.0,3,1540,7
530000.0,4,2370,8
415000.0,4,1830,7
639500.0,4,2330,8
580379.0,4,2240,8
378000.0,2,1700,8
265000.0,3,1750,7
212000.0,3,1100,6
400000.0,4,2320,8
750000.0,4,2540,8
384900.0,5,3090,8
176000.0,2,770,6
350000.0,3,2370,7
168000.0,3,1200,6
358000.0,4,2200,7
580000.0,3,2660,8
442500.0,3,1600,7
515000.0,2,1330,8
554000.0,5,3440,8
659000.0,3,2510,9
414999.0,4,2150,7
275000.0,3,1180,6
193000.0,2,680,5
525000.0,4,2840,9
424000.0,3,1820,8
455000.0,2,1070,6
463000.0,2,1250,7
1100000.0,4,2190,7
523000.0,3,3000,8
615000.0,4,2270,8
1520000.0,4,4500,12
870000.0,5,3400,8
710000.0,3,2830,10
215000.0,3,960,7
590000.0,2,1530,7
323000.0,5,2500,7
279000.0,4,1560,7
535100.0,3,2070,8
830000.0,5,2710,9
815000.0,4,3150,9
535900.0,3,1880,8
230000.0,3,1250,7
325500.0,4,2290,7
359000.0,3,1990,7
505000.0,3,2100,8
253905.0,3,940,7
369950.0,3,1640,8
350000.0,3,1860,7
650000.0,4,2100,8
295000.0,3,1500,6
620000.0,3,1680,8
2000000.0,2,3900,12
246000.0,3,1400,6
430000.0,3,2600,7
509990.0,3,1440,6
490000.0,4,1870,7
385000.0,4,2960,8
769000.0,4,2440,9
185000.0,2,1122,6
303500.0,3,1060,7
468000.0,4,2150,8
449950.0,4,3100,9
235000.0,2,880,7
520000.0,4,2490,9
203000.0,2,1080,6
657000.0,5,2530,7
275000.0,3,1200,7
540000.0,4,2850,9
455000.0,4,2950,7
458500.0,2,1160,7
549900.0,4,3420,10
750000.0,3,2240,8
235000.0,4,1450,7
286000.0,4,1820,7
2650000.0,4,4700,11
602000.0,4,2430,7
640000.0,3,1960,7
267000.0,3,1440,8
712000.0,4,2730,8
244500.0,2,910,5
301000.0,2,910,5
990000.0,4,2430,8
739999.0,4,3350,10
480000.0,4,2320,7
305000.0,3,1260,8
703300.0,3,1980,8
265000.0,4,1580,7
600000.0,4,2710,9
253000.0,3,1400,7
617950.0,4,2410,8
385000.0,4,1790,7
319000.0,3,1640,7
696000.0,3,1670,7
345000.0,2,970,6
380000.0,3,1610,7
647500.0,4,2060,8
725000.0,3,3570,9
269950.0,3,1400,7
875000.0,4,3470,10
299950.0,3,1210,7
1880000.0,4,3930,10
430000.0,2,990,7
495000.0,5,2200,8
275000.0,3,1510,7
333000.0,3,1620,7
247000.0,3,1580,7
204555.0,3,1260,7
432000.0,3,2190,9
175000.0,3,1230,7
556300.0,4,2030,7
286000.0,2,780,5
320000.0,2,1110,8
815000.0,3,2790,9
385000.0,4,1660,7
1040000.0,4,3410,8
350000.0,4,2390,8
277000.0,4,1850,8
415000.0,6,2500,8
295000.0,3,1000,6
969000.0,4,2450,8
339888.0,4,1440,6
269950.0,3,1660,7
1190000.0,3,2510,10
780000.0,4,3090,10
198000.0,3,860,6
350000.0,2,1220,7
350000.0,3,1010,7
319000.0,4,2390,8
311000.0,4,3340,8
394000.0,5,3620,8
1340000.0,5,4200,9
2700000.0,5,3831,9
396000.0,3,1980,7
809000.0,4,1790,8
480000.0,3,1580,7
535000.0,6,2460,7
425000.0,5,2110,7
408000.0,3,1470,8
1260000.0,4,3510,10
310000.0,1,520,6
292000.0,3,1950,8
217000.0,2,770,6
398500.0,4,2250,8
2250000.0,3,4040,9
700000.0,4,2360,7
585000.0,4,2330,9
399950.0,3,1720,7
235000.0,3,1900,6
212000.0,3,1040,6
310000.0,3,2070,8
539000.0,3,2070,8
390000.0,3,1550,8
560000.0,3,2020,9
800000.0,5,3320,9
1900000.0,4,4130,11
472000.0,5,2030,7
502550.0,3,1770,7
830000.0,4,3330,9
224950.0,4,2260,7
375000.0,3,1950,8
645000.0,3,2930,9
599000.0,3,1960,7
515000.0,4,2980,9
135000.0,2,780,5
485000.0,3,1650,8
890000.0,3,4030,9
215000.0,3,1010,7
299500.0,3,1190,7
800000.0,2,1050,7
275000.0,3,1560,7
256400.0,3,1490,7
310000.0,2,770,6
385000.0,1,620,6
203000.0,3,1200,7
285000.0,4,2120,7
473975.0,3,2330,8
320000.0,3,2000,8
599000.0,5,2820,7
580000.0,3,2040,7
269500.0,4,1700,7
274000.0,2,820,6
347000.0,2,1315,8
270000.0,3,1390,6
1430000.0,3,1890,8
220000.0,3,1460,7
243000.0,3,1480,8
457500.0,3,1840,7
340000.0,2,1880,7
657500.0,4,1910,7
332500.0,4,2220,7
340000.0,3,1410,6
350000.0,4,3380,8
428000.0,4,1950,7
515055.0,4,2400,8
450000.0,3,1560,8
190000.0,3,1040,6
1000000.0,4,3090,8
299000.0,3,1850,7
508000.0,2,1200,7
294000.0,4,2190,8
320000.0,2,1380,7
641000.0,5,3710,9
675000.0,3,2320,8
255000.0,3,1110,7
286651.0,3,1830,7
607500.0,4,2460,8
765000.0,3,1270,7
334950.0,4,1700,8
426000.0,3,1130,7
775000.0,3,1640,7
343000.0,2,1040,6
470101.0,4,2320,8
195000.0,3,1200,7
772500.0,4,1720,7
450000.0,3,2330,8
1440000.0,4,4410,11
525000.0,4,1650,8
280000.0,3,1370,7
270000.0,3,1770,7
406100.0,3,1410,8
332544.0,2,1710,7
110000.0,2,790,6
685000.0,6,2770,8
461000.0,4,1260,7
615000.0,3,2300,8
550000.0,2,1070,7
1060000.0,4,3850,11
685000.0,3,2320,8
1560000.0,5,2870,8
312000.0,4,1830,7
507500.0,3,1990,8
217000.0,3,1110,7
439000.0,3,1830,7
620000.0,6,3600,8
915000.0,4,3210,10
425000.0,4,1490,7
435000.0,2,990,7
305000.0,3,1646,7
276000.0,2,720,6
327500.0,3,2310,8
810000.0,3,2670,9
715000.0,3,3060,10
272000.0,3,1380,7
266000.0,2,700,6
543000.0,3,1710,7
400000.0,3,1450,8
509500.0,5,2060,7
495000.0,3,2380,8
424950.0,4,2760,7
230000.0,3,940,7
235000.0,4,1760,7
763000.0,3,1360,6
350000.0,3,2010,7
900000.0,3,2160,8
250000.0,3,930,6
225000.0,3,1020,7
255000.0,2,1360,8
161700.0,4,1720,7
336000.0,3,1790,7
410500.0,3,1150,7
502700.0,4,2710,8
505000.0,3,2400,7
250000.0,3,1660,7
570000.0,3,1660,7
349900.0,4,2290,8
465000.0,3,2870,10
625000.0,4,4240,10
655000.0,3,1800,7
469000.0,4,2960,8
355000.0,3,1980,8
596000.0,3,1730,8
790000.0,4,3020,9
885000.0,4,4470,10
1030000.0,4,2830,9
710000.0,4,2120,8
428040.0,3,2150,8
1370000.0,5,3510,8
546000.0,2,970,7
540000.0,4,1360,7
435000.0,3,1470,7
540000.0,4,3040,8
284000.0,2,860,7
208000.0,2,820,5
315000.0,3,1900,7
417500.0,2,1330,6
345000.0,3,1240,7
375000.0,3,1330,8
389800.0,3,1880,7
475000.0,3,1890,8
569000.0,4,2250,8
985000.0,5,4650,10
532000.0,3,1830,8
280000.0,2,720,6
435000.0,4,1960,7
223000.0,3,1220,6
390000.0,2,1800,7
315000.0,3,1340,7
612000.0,3,1740,7
591000.0,3,1680,7
800000.0,4,3220,8
225000.0,3,1610,8
589900.0,2,3160,7
565000.0,4,2520,8
650000.0,3,2120,7
499000.0,3,2090,8
280000.0,3,1330,5
649950.0,3,2420,8
420000.0,3,1510,7
319990.0,4,2120,7
265000.0,3,1850,7
482000.0,3,2300,7
452000.0,3,2600,8
1490000.0,4,5180,12
375000.0,2,1810,7
588000.0,5,2190,7
635000.0,4,2500,9
280500.0,4,1890,8
210500.0,2,2040,6
196500.0,3,1310,7
1400000.0,5,4010,9
475000.0,3,1780,7
550000.0,3,1980,8
1580000.0,3,3690,11
240000.0,3,1540,7
272000.0,3,1130,6
408506.0,3,2480,8
640000.0,3,2580,9
316000.0,4,2010,8
299000.0,4,2320,7
447500.0,2,1180,7
736500.0,4,3180,9
665000.0,4,2970,8
707000.0,5,3050,8
215000.0,4,1630,7
275000.0,3,1620,7
648000.0,4,2170,8
415000.0,4,2150,8
690000.0,3,1770,8
320000.0,4,2110,7
750000.0,3,1590,8
355000.0,3,1370,8
246000.0,3,1390,7
1160000.0,3,1640,8
744000.0,3,2670,8
1210000.0,3,5400,11
217000.0,3,1690,7
583000.0,3,2600,8
515000.0,2,1400,7
594000.0,4,2140,8
303100.0,3,1640,8
430000.0,3,1720,7
708000.0,5,3060,8
221000.0,3,1150,7
325000.0,3,2000,8
385000.0,3,1560,6
359500.0,3,2070,8
433000.0,3,1920,7
525000.0,2,1000,7
356200.0,3,1690,7
595000.0,4,3090,7
560000.0,4,1790,7
2180000.0,4,4750,11
513000.0,4,2090,7
365000.0,2,680,5
368000.0,4,2100,7
870000.0,4,2840,8
225000.0,3,1470,7
1390000.0,4,4490,11
177000.0,3,1150,7
465000.0,3,1460,7
750000.0,4,3150,8
149000.0,3,1090,6
605000.0,3,2670,9
725000.0,3,2110,7
413900.0,4,1770,7
199950.0,3,1510,6
400000.0,1,530,6
870000.0,3,2420,8
292000.0,5,2490,7
225000.0,3,990,7
466750.0,4,1730,8
330000.0,2,1440,8
770000.0,7,3260,8
802500.0,4,1950,8
378800.0,5,2740,8
795000.0,3,2940,10
460000.0,3,1200,7
567000.0,3,2070,8
209950.0,3,1570,7
415000.0,2,1050,7
424500.0,4,1830,7
261000.0,2,970,6
365000.0,3,2200,8
631000.0,4,1930,7
3800000.0,5,7050,13
584000.0,3,1790,8
310000.0,3,1560,7
717000.0,4,2780,10
667000.0,3,1720,8
190000.0,3,1640,6
430000.0,3,1730,8
213000.0,2,740,6
475000.0,3,2280,8
649000.0,2,2090,8
715000.0,3,2550,9
845000.0,4,3350,11
390000.0,3,2770,7
390000.0,4,2860,7
328000.0,4,1990,8
239999.0,3,1740,7
225000.0,3,1460,7
920000.0,3,3670,9
940000.0,4,3270,10
465000.0,3,1210,6
241000.0,3,1770,7
307550.0,4,1980,8
490000.0,4,2650,8
647000.0,4,3040,8
780000.0,4,3640,10
517500.0,3,1810,8
295000.0,3,1380,7
560000.0,4,1810,8
319450.0,5,2250,7
1500000.0,4,3860,9
340000.0,4,2380,8
249950.0,3,1370,6
499950.0,3,1830,7
1040000.0,4,1440,8
750000.0,4,2510,9
875000.0,4,3230,9
678000.0,3,1670,8
360000.0,2,780,6
354900.0,3,1720,7
632000.0,5,2260,8
350000.0,3,1480,7
990000.0,3,2550,8
1650000.0,4,3920,11
481000.0,4,2286,8
485000.0,3,1500,7
477000.0,3,1740,8
560000.0,5,2880,8
600000.0,6,2600,8
622500.0,5,3320,8
410000.0,2,1660,8
318200.0,3,1990,7
289000.0,3,1680,7
263000.0,3,1570,7
240000.0,3,1150,6
281500.0,3,1270,7
587206.0,3,1890,8
482000.0,2,1350,7
485000.0,3,1650,8
309000.0,3,1450,7
221000.0,3,1640,7
700000.0,3,2030,9
411500.0,5,2420,7
285000.0,4,2770,8
395000.0,4,1980,7
237950.0,2,1460,7
680000.0,3,1610,7
199950.0,2,1010,6
765000.0,4,2760,8
515000.0,2,1060,7
470000.0,3,1510,7
330000.0,2,880,6
284000.0,3,2150,8
295000.0,3,1660,7
555000.0,4,2160,8
350000.0,3,1370,6
240000.0,3,1460,7
419900.0,3,1450,7
528000.0,3,1560,7
481000.0,4,2480,8
304700.0,2,740,7
715000.0,4,2927,10
738950.0,4,2260,8
215000.0,3,1240,7
300000.0,6,2040,5
346000.0,3,1270,6
473000.0,4,4370,8
500000.0,3,1700,7
750000.0,2,1300,7
519900.0,4,1820,8
378500.0,2,880,7
314500.0,3,1870,8
499950.0,3,1350,7
1740000.0,5,4870,10
630000.0,3,2460,9
360000.0,4,1720,7
460000.0,2,2730,8
361000.0,3,1100,6
713400.0,3,1810,8
445000.0,2,930,6
305000.0,4,1590,7
1430000.0,3,2710,9
222000.0,3,1460,6
510000.0,5,3400,8
500000.0,5,2920,8
605000.0,2,910,7
393000.0,3,1320,8
725000.0,4,2490,9
320000.0,3,2220,7
210000.0,4,1130,7
419900.0,4,2750,9
410000.0,4,2240,7
721000.0,3,2680,8
605000.0,2,1270,8
738000.0,3,1520,7
725000.0,6,2480,8
255000.0,2,960,7
303000.0,3,1340,8
394950.0,3,1090,7
530000.0,4,2240,7
475000.0,4,3740,10
250000.0,4,1800,7
180000.0,3,780,6
443500.0,2,1330,7
390000.0,4,1900,8
430000.0,4,1570,7
460000.0,5,3100,8
660000.0,3,2740,9
515000.0,3,1570,8
482500.0,3,1330,7
305000.0,2,1140,7
835000.0,4,1550,9
237000.0,3,1290,7
445000.0,2,1510,8
710000.0,4,2720,7
180000.0,3,840,5
280017.0,3,1850,8
436500.0,4,2290,8
1260000.0,4,3200,9
420000.0,3,1800,7
205000.0,3,860,6
570000.0,3,1980,7
565000.0,4,2140,7
287000.0,2,2410,7
260000.0,4,1650,7
470000.0,4,1650,7
700000.0,3,2410,10
249000.0,3,1520,8
568000.0,3,2050,7
500000.0,4,1720,7
358000.0,5,2390,7
225000.0,3,1680,8
275500.0,3,1060,6
495000.0,3,1860,8
758800.0,5,1750,8
280000.0,3,1480,7
380500.0,3,1900,8
3200000.0,7,6210,11
260000.0,3,1440,7
630000.0,4,1910,8
875000.0,3,2010,7
457500.0,3,960,6
900000.0,2,1240,7
235000.0,2,870,6
410000.0,3,1400,8
355000.0,3,1850,7
1300000.0,4,4270,10
467500.0,3,2260,7
500000.0,4,2690,7
995000.0,4,2780,10
277000.0,3,1140,7
630000.0,4,2900,7
628000.0,5,2830,7
655000.0,5,2560,8
170000.0,2,1240,7
352500.0,4,2100,8
615000.0,4,3120,9
165000.0,3,970,7
243500.0,4,2300,7
304000.0,2,950,7
369000.0,3,2110,7
779950.0,4,2990,9
605000.0,4,2940,7
292500.0,4,1860,8
500007.0,2,1820,7
449999.0,4,1950,8
355000.0,4,1890,8
258000.0,4,2710,7
380000.0,4,2150,7
650000.0,4,3720,9
456500.0,4,2580,9
259950.0,4,1540,7
123000.0,2,1050,6
520000.0,3,1210,8
506000.0,4,2040,7
425000.0,3,980,7
438000.0,5,1990,7
1490000.0,4,2420,9
375000.0,4,1240,7
337500.0,3,1530,7
300000.0,4,2080,7
627000.0,5,3570,7
1400000.0,5,4230,10
674725.0,4,2700,9
325000.0,3,2200,7
230000.0,5,1210,7
485000.0,5,2140,7
315000.0,4,2740,8
560000.0,3,1370,8
444000.0,4,2800,8
325000.0,3,1060,7
118125.0,2,790,6
212000.0,2,790,6
428900.0,4,2820,9
510000.0,3,1850,7
416000.0,3,1110,7
950000.0,4,3230,9
204000.0,3,1460,7
7700000.0,6,12050,13
878000.0,4,3480,11
1050000.0,4,3560,9
350000.0,2,840,6
659500.0,3,1820,8
395000.0,3,1630,7
308950.0,4,1920,7
410000.0,3,1750,7
710000.0,4,2750,8
175000.0,1,620,5
508800.0,3,1720,8
606400.0,3,1800,8
245100.0,3,1300,7
540000.0,3,1970,7
415000.0,3,1740,7
469500.0,4,1930,8
195000.0,3,1190,7
1620000.0,4,4250,12
1450000.0,4,4360,12
1200000.0,3,3420,10
1070000.0,4,4260,10
555500.0,2,920,7
440000.0,3,1040,7
485000.0,3,1260,7
693000.0,3,2460,9
295000.0,3,830,6
700000.0,3,2060,8
767500.0,2,2210,8
800000.0,6,5480,10
440000.0,3,1860,8
600000.0,3,1350,7
1160000.0,4,2790,10
506000.0,2,1570,8
474950.0,4,2030,9
654000.0,3,2570,7
710000.0,2,1210,7
620000.0,4,1530,7
390000.0,3,1510,7
550000.0,3,1720,7
353000.0,3,2190,7
465000.0,4,3030,8
279900.0,3,1410,7
700000.0,2,1679,9
395000.0,4,1980,7
375000.0,4,1900,8
547000.0,4,1720,7
525000.0,5,2480,8
285000.0,3,1210,7
570000.0,2,1540,7
409000.0,3,2740,9
260000.0,4,1811,8
348000.0,4,2720,8
389000.0,4,1520,7
445000.0,4,2160,7
400000.0,3,1390,7
302000.0,4,1740,7
798000.0,3,2849,10
335000.0,2,1440,7
585000.0,4,3000,8
2500000.0,4,3330,10
555000.0,4,1720,7
3100000.0,3,3920,11
295000.0,3,1500,7
265000.0,4,2050,7
330000.0,4,1180,7
286000.0,4,1600,6
305000.0,3,1260,7
970000.0,2,1290,6
525000.0,4,2680,8
355000.0,3,2370,7
469950.0,5,2310,7
435000.0,4,1450,7
363500.0,4,2680,8
595000.0,2,1030,7
275000.0,3,1320,7
295000.0,2,670,6
345000.0,3,2670,9
485000.0,3,2440,8
1250000.0,5,3370,9
340500.0,2,940,7
280000.0,3,1100,6
449888.0,3,2520,9
483000.0,2,1400,7
445500.0,3,1880,7
379900.0,5,2800,7
599950.0,4,2500,8
215000.0,3,810,6
263000.0,3,1720,7
565000.0,4,2170,7
950000.0,5,4530,9
395000.0,4,1440,7
1540000.0,4,2850,10
922000.0,4,2620,8
330000.0,3,1676,7
1530000.0,4,5850,12
323000.0,3,1910,8
554000.0,2,1670,8
500000.0,3,2050,8
775000.0,5,3730,10
340000.0,4,1800,7
560000.0,4,2230,7
304000.0,3,1670,8
279900.0,3,1400,6
315000.0,5,2110,7
849000.0,4,2160,8
325000.0,3,2420,8
786000.0,4,3320,9
384000.0,5,3220,9
907000.0,3,1340,9
700000.0,3,2490,9
269500.0,3,1640,7
269000.0,3,1420,7
749950.0,4,3340,10
325000.0,3,1580,7
1150000.0,3,2170,10
406000.0,3,1370,7
650000.0,4,2840,10
295000.0,3,1940,8
375000.0,4,1757,7
395000.0,2,980,6
609000.0,6,2470,8
510000.0,3,1610,7
190000.0,3,1590,7
250000.0,1,780,7
295000.0,3,720,5
740000.0,3,1630,8
323000.0,3,1590,7
713000.0,3,2310,10
1070000.0,3,2320,8
460000.0,3,1660,8
880000.0,3,2070,8
585000.0,4,2500,7
249950.0,2,940,7
450000.0,3,1990,10
450000.0,3,2620,9
1780000.0,4,3730,11
350000.0,3,1600,8
292500.0,3,2095,7
879000.0,4,4230,10
1180000.0,4,3200,8
584999.0,4,2050,7
366000.0,4,2020,7
987500.0,4,3270,10
300000.0,3,1320,7
299000.0,2,1270,7
560000.0,4,1980,8
695000.0,3,2620,9
360000.0,4,1750,7
183500.0,3,1040,6
311000.0,3,1900,7
263000.0,3,1660,7
269000.0,3,1530,7
1600000.0,4,4280,11
564000.0,4,2870,8
425000.0,3,2540,9
679000.0,4,2100,7
410000.0,3,1740,7
340000.0,4,2441,8
360000.0,3,1810,7
450000.0,3,2060,8
552000.0,4,3160,7
294000.0,4,2930,8
663500.0,2,1310,7
1980000.0,6,4800,10
175409.0,4,1450,6
459000.0,4,1900,7
339950.0,3,1050,7
393000.0,5,1610,6
275500.0,2,720,6
485000.0,3,1020,7
250000.0,3,1250,7
935100.0,4,3200,8
245000.0,3,990,6
670000.0,4,2850,9
1390000.0,3,4240,10
440000.0,4,2800,7
1250000.0,2,2310,9
203000.0,3,1490,7
583000.0,4,1840,9
575000.0,3,1740,7
2580000.0,4,3280,11
1600000.0,5,4050,10
312500.0,4,2160,7
455000.0,3,2720,8
1310000.0,5,3650,9
605000.0,4,1750,7
325000.0,3,2450,7
630000.0,3,1940,8
928950.0,4,3280,9
489950.0,3,2480,8
550000.0,3,2120,8
237000.0,3,1710,8
390000.0,3,1690,7
665000.0,3,2190,9
277000.0,4,1960,7
545000.0,3,1510,7
615000.0,3,1490,10
343000.0,3,2210,7
597000.0,4,2340,9
600000.0,3,940,6
479000.0,3,1470,8
292000.0,3,1650,7
265000.0,3,1400,7
623000.0,4,2710,9
486000.0,4,2150,7
520500.0,3,1900,7
1300000.0,4,4380,11
825000.0,4,2290,7
259900.0,3,1690,7
1170000.0,5,3090,9
245000.0,2,1120,6
830200.0,3,2680,8
650000.0,4,2400,9
305000.0,4,1610,7
599000.0,5,3470,8
272000.0,4,2070,8
415000.0,3,2420,8
319000.0,4,2380,8
425000.0,4,2120,7
297500.0,4,2190,8
725000.0,4,2740,10
325000.0,3,1830,8
460000.0,3,1370,7
396480.0,3,1000,7
1030000.0,3,2050,8
370000.0,3,1750,7
260656.0,3,1620,6
431000.0,3,1710,8
320000.0,3,1060,7
296500.0,3,2170,8
679000.0,4,3080,7
359000.0,3,1320,7
330000.0,4,1920,7
350000.0,4,2440,7
242000.0,3,1640,7
692500.0,3,2420,9
441000.0,2,1190,7
765000.0,4,2910,10
375000.0,2,1010,7
365000.0,3,2080,7
580000.0,2,1990,6
1610000.0,4,3920,10
841000.0,4,3080,9
515000.0,5,2670,7
565000.0,5,4320,8
365000.0,2,1200,7
295000.0,3,1640,7
406500.0,2,870,7
614905.0,3,2410,8
1400000.0,5,2640,7
250000.0,2,990,7
549000.0,5,1500,7
397000.0,4,1790,7
184000.0,3,1490,7
2500000.0,4,3960,12
499100.0,3,1620,7
676101.0,4,2270,8
290000.0,3,1150,6
390000.0,4,2180,7
465000.0,3,910,7
470000.0,3,2770,8
435000.0,3,940,6
415000.0,3,2410,8
450000.0,3,1010,7
645000.0,3,2120,9
231000.0,4,1530,7
358000.0,3,1810,7
330000.0,3,1040,6
229950.0,2,1160,7
403250.0,2,1430,7
470000.0,3,2280,8
239000.0,3,1200,7
579000.0,4,2480,8
380500.0,3,1270,8
614285.0,5,2730,8
376000.0,2,1340,8
290000.0,3,1240,7
487000.0,4,2400,8
935000.0,4,1220,7
255000.0,4,2163,7
380000.0,2,1860,7
450000.0,2,810,6
622000.0,3,1950,8
292500.0,3,1390,8
1320000.0,4,2120,8
410000.0,4,1510,7
160000.0,3,1010,6
809000.0,4,1840,8
183750.0,5,1650,7
411000.0,5,2860,8
